"Longitude","Latitude","domainID","siteID","plotType","nlcdClass","nlcdClassSimple","soilMoisture","elevation","collectDate","sampleTiming","biophysicalCriteria","standingWaterDepth","boutType","samplingImpractical","incubationMethod","incubationCondition","horizon","soilTemp","litterDepth","sampleTopDepth","sampleBottomDepth","sampleExtent","soilSamplingDevice","soilCoreCount","biomassCode","biomassSampleCondition","boatMass","freshMassBoatMass","dryMassBoatMass","dryMassFraction","sampleType","acidTreatment","nitrogenPercent","organicCPercent","CNratio","cnPercentQF","percentAccuracyQF","analyticalRepNumber","cnInstrument","d15N","organicd13C","cnIsotopeQF","isotopeAccuracyQF","isoLaboratoryName","isoTestMethod","isoAnalyticalRepNumber","isoDataQF","nTransBoutType.y","incubationPairID","incubationLength","soilFreshMass","soilDryMass","kclVolume","kclAmmoniumNBlankCor","kclNitrateNitriteNBlankCor","soilAmmoniumNugPerGram","soilNitrateNitriteNugPerGram","netNminugPerGramPerDay","netNitugPerGramPerDay"
-89.542459,46.234247,"D05","UNDE","tower","deciduousForest","forest",0.181,525.7,"8/5/2019 16:26","peakGreenness","Not Recorded",0,"fieldOnly",,"covered core",,"M",18.4,2.2,0,30,"maximum",,,,,2.12,12.1,10.57,0.847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-89.542459,46.234247,"D05","UNDE","tower","deciduousForest","forest",0.239,525.7,"8/5/2019 16:37","peakGreenness","Not Recorded",0,"fieldOnly",,"covered core","OK","M",18.2,1.6,0,29.6,"maximum",,,,,2.08,12.07,10.14,0.807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-89.53264,46.231744,"D05","UNDE","tower","mixedForest","forest",0.348,507.4,"8/5/2019 15:38","peakGreenness","Not Recorded",0,"fieldOnly",,"buried bag","OK","M",14.3,2.9,0,30.4,"maximum",,,,,2.13,12.09,9.52,0.742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-89.53264,46.231744,"D05","UNDE","tower","mixedForest","forest",0.206,507.4,"8/5/2019 15:04","peakGreenness","Not Recorded",0,"fieldOnly",,"buried bag","OK","M",14.8,6.8,0,29.6,"maximum",,,,,2.12,12.12,10.41,0.829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-89.53264,46.231744,"D05","UNDE","tower","mixedForest","forest",0.563,507.4,"8/5/2019 15:19","peakGreenness","Not Recorded",0,"fieldOnly",,"buried bag","OK","O",14.3,3.3,0,7.5,"entire",,,,,2.16,7.16,5.36,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-89.53264,46.231744,"D05","UNDE","tower","mixedForest","forest",0.258,507.4,"8/5/2019 15:20","peakGreenness","Not Recorded",0,"fieldOnly",,"buried bag","OK","M",14.3,3.3,7.5,30,"maximum",,,,,2.11,12.1,10.05,0.795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-89.560771,46.234625,"D05","UNDE","distributed","deciduousForest","forest",9.02,523.7,"9/16/2019 14:34","fallWinterTransition","Not Recorded",0,"microbesBiomass",,"no incubation",,"O",13.3,3.1,0,6.9,"entire","brownie cutter",1,"B00000061494",,2.08,7.09,2.58,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-89.560771,46.234625,"D05","UNDE","distributed","deciduousForest","forest",0.741,523.7,"9/16/2019 14:50","fallWinterTransition","Not Recorded",0,"microbesBiomass",,"no incubation",,"M",13.3,3.1,6.9,29.7,"maximum","brownie cutter",1,"B00000061500",,2.13,12.14,7.88,0.574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-89.560771,46.234625,"D05","UNDE","distributed","deciduousForest","forest",2.36,523.7,"9/16/2019 15:29","fallWinterTransition","Not Recorded",0,"microbesBiomass",,"no incubation",,"O",13.3,4.9,0,4.8,"entire","brownie cutter",1,"B00000061497",,2.05,7.09,3.55,0.298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-89.560771,46.234625,"D05","UNDE","distributed","deciduousForest","forest",0.22,523.7,"9/16/2019 15:36","fallWinterTransition","Not Recorded",0,"microbesBiomass",,"no incubation",,"M",13.3,4.9,4.8,30.2,"maximum","corer",1,"B00000061498",,2.1,12.09,10.29,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-89.560771,46.234625,"D05","UNDE","distributed","deciduousForest","forest",1.5,523.7,"9/16/2019 16:02","fallWinterTransition","Not Recorded",0,"microbesBiomass",,"no incubation",,"O",13.1,4.1,0,3.7,"entire","brownie cutter",1,"B00000061493",,2.03,7.08,4.05,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-89.560771,46.234625,"D05","UNDE","distributed","deciduousForest","forest",1.456,523.7,"9/16/2019 16:06","fallWinterTransition","Not Recorded",0,"microbesBiomass",,"no incubation",,"M",13.1,4.1,3.7,29.5,"maximum","corer",1,"B00000061502",,2.13,12.1,6.19,0.407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-89.53264,46.231744,"D05","UNDE","tower","mixedForest","forest",2.279,507.4,"9/16/2019 17:43","fallWinterTransition","Not Recorded",0,"microbesBiomass",,"no incubation",,"O",12.5,2.2,0,5.3,"entire","brownie cutter",1,"B00000061496",,2.1,7.15,3.64,0.305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-89.53264,46.231744,"D05","UNDE","tower","mixedForest","forest",0.434,507.4,"9/16/2019 17:43","fallWinterTransition","Not Recorded",0,"microbesBiomass",,"no incubation",,"M",12.5,2.2,5.3,29.3,"maximum","brownie cutter",1,"B00000061505",,2.13,12.44,9.32,0.697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-89.53264,46.231744,"D05","UNDE","tower","mixedForest","forest",1.188,507.4,"9/16/2019 18:41","fallWinterTransition","Not Recorded",0,"microbesBiomass",,"no incubation",,"O",12.3,2,0,5.6,"entire","brownie cutter",1,"B00000061504",,2.09,7.1,4.38,0.457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-89.53264,46.231744,"D05","UNDE","tower","mixedForest","forest",0.364,507.4,"9/16/2019 18:41","fallWinterTransition","Not Recorded",0,"microbesBiomass",,"no incubation",,"M",12.3,2,5.6,29.1,"maximum","brownie cutter",1,"B00000061506",,2.12,12.08,9.42,0.733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-89.53264,46.231744,"D05","UNDE","tower","mixedForest","forest",0.386,507.4,"9/16/2019 19:29","fallWinterTransition","Not Recorded",0,"microbesBiomass",,"no incubation",,"M",13.5,1.4,0,29.1,"maximum","corer",1,"B00000061511",,2.12,12.18,9.38,0.722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-89.512657,46.254613,"D05","UNDE","distributed","deciduousForest","forest",0.26,530,"9/18/2019 14:31","fallWinterTransition","Not Recorded",0,"microbesBiomass",,"no incubation",,"M",15.5,2.2,0,29.5,"maximum","corer",1,"B00000061588",,2.13,12.4,10.28,0.794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-89.512657,46.254613,"D05","UNDE","distributed","deciduousForest","forest",0.173,530,"9/18/2019 15:20","fallWinterTransition","Not Recorded",0,"microbesBiomass",,"no incubation",,"M",15.9,2.4,0,30,"maximum","corer",1,"B00000061575",,2.11,12.22,10.73,0.853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-89.541941,46.231276,"D05","UNDE","tower","mixedForest","forest",1.902,524.4,"9/18/2019 15:56","fallWinterTransition","Not Recorded",0,"microbesBiomass",,"no incubation",,"O",14.1,3.5,0,8.6,"entire","brownie cutter",1,"B00000061567",,2.14,7.19,3.88,0.345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-89.541941,46.231276,"D05","UNDE","tower","mixedForest","forest",0.367,524.4,"9/18/2019 15:56","fallWinterTransition","Not Recorded",0,"microbesBiomass",,"no incubation",,"M",14.1,3.5,8.6,27,"obstruction","corer",1,"B00000061563",,2.08,12.58,9.76,0.731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-89.515052,46.256193,"D05","UNDE","distributed","mixedForest","forest",0.249,514.8,"9/18/2019 16:36","fallWinterTransition","Not Recorded",0,"microbesBiomass",,"no incubation",,"M",15.3,4.8,0,30.7,"maximum","corer",1,"B00000061579",,2.01,12.18,10.15,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-89.541941,46.231276,"D05","UNDE","tower","mixedForest","forest",0.532,524.4,"9/18/2019 16:43","fallWinterTransition","Not Recorded",0,"microbesBiomass",,"no incubation",,"M",14,2.9,11.2,30.1,"maximum","corer",1,"B00000061561",,2.11,12.28,8.75,0.653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-89.541941,46.231276,"D05","UNDE","tower","mixedForest","forest",1.905,524.4,"9/18/2019 16:43","fallWinterTransition","Not Recorded",0,"microbesBiomass",,"no incubation",,"O",14,2.9,0,11.2,"entire","brownie cutter",1,"B00000061559",,2.16,7.04,3.84,0.344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-89.515052,46.256193,"D05","UNDE","distributed","mixedForest","forest",0.275,514.8,"9/18/2019 17:05","fallWinterTransition","Not Recorded",0,"microbesBiomass",,"no incubation",,"M",15,3.5,0,30.5,"maximum","corer",1,"B00000061584",,2.13,12.43,10.21,0.784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-89.515052,46.256193,"D05","UNDE","distributed","mixedForest","forest",0.266,514.8,"9/18/2019 17:22","fallWinterTransition","Not Recorded",0,"microbesBiomass",,"no incubation",,"M",15.2,3.5,0,30.3,"maximum",,1,"B00000061589",,2,12.03,9.92,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-89.541941,46.231276,"D05","UNDE","tower","mixedForest","forest",1.56,524.4,"9/18/2019 17:43","fallWinterTransition","Not Recorded",0,"microbesBiomass",,"no incubation",,"O",13.3,6.5,0,9.9,"entire","brownie cutter",1,"B00000061557",,2.03,7.15,4.03,0.391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-89.541941,46.231276,"D05","UNDE","tower","mixedForest","forest",0.302,524.4,"9/18/2019 17:43","fallWinterTransition","Not Recorded",0,"microbesBiomass",,"no incubation",,"M",13.3,6.5,9.9,30,"maximum","corer",1,"B00000061553",,2.12,12.33,9.96,0.768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-89.542459,46.234247,"D05","UNDE","tower","deciduousForest","forest",0.26,525.7,"9/18/2019 19:13","fallWinterTransition","Not Recorded",0,"microbesBiomass",,"no incubation",,"M",15.7,0.2,0,30.3,"maximum","corer",1,"B00000061577",,2.16,12.24,10.16,0.794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-89.542459,46.234247,"D05","UNDE","tower","deciduousForest","forest",0.216,525.7,"9/18/2019 19:32","fallWinterTransition","Not Recorded",0,"microbesBiomass",,"no incubation",,"M",16.2,0.9,0,29.9,"maximum","corer",1,"B00000061571",,2.13,12.39,10.57,0.823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-89.542459,46.234247,"D05","UNDE","tower","deciduousForest","forest",0.189,525.7,"9/18/2019 19:33","fallWinterTransition","Not Recorded",0,"microbesBiomass",,"no incubation",,"M",15.9,1.3,0,31.2,"maximum","corer",1,"B00000061568",,2.12,12.25,10.64,0.841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-89.512657,46.254613,"D05","UNDE","distributed","deciduousForest","forest",0.205,530,"9/19/2019 2:54","fallWinterTransition","Not Recorded",0,"microbesBiomass",,"no incubation",,"M",16.3,1.7,0,30.1,"maximum","corer",1,"B00000061582",,2.13,12.13,10.43,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-89.560771,46.234625,"D05","UNDE","distributed","deciduousForest","forest",9.479,523.7,"10/7/2019 15:00","fallWinterTransition","Not Recorded",0,"fieldOnly",,"buried bag","OK","O",8.1,5.5,0,8.7,"entire",,1,,,2.13,7.16,2.61,0.095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-89.560771,46.234625,"D05","UNDE","distributed","deciduousForest","forest",0.454,523.7,"10/7/2019 15:00","fallWinterTransition","Not Recorded",0,"fieldOnly",,"buried bag","OK","M",8.1,5.5,8.7,29.6,"maximum",,1,,,2.14,12.19,9.05,0.688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-89.560771,46.234625,"D05","UNDE","distributed","deciduousForest","forest",2.445,523.7,"10/7/2019 15:08","fallWinterTransition","Not Recorded",0,"fieldOnly",,"buried bag","OK","O",8.2,4.6,0,6,"entire",,1,,,2.02,7.05,3.48,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-89.560771,46.234625,"D05","UNDE","distributed","deciduousForest","forest",0.419,523.7,"10/7/2019 15:08","fallWinterTransition","Not Recorded",0,"fieldOnly",,"buried bag","OK","M",8.2,4.6,6,30.8,"maximum",,1,,,2.12,12.14,9.18,0.705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-89.560771,46.234625,"D05","UNDE","distributed","deciduousForest","forest",2.507,523.7,"10/7/2019 14:45","fallWinterTransition","Not Recorded",0,"fieldOnly",,"buried bag","OK","O",7.8,2.3,0,4.4,"entire",,1,,,2.13,7.18,3.57,0.285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-89.560771,46.234625,"D05","UNDE","distributed","deciduousForest","forest",0.921,523.7,"10/7/2019 14:45","fallWinterTransition","Not Recorded",0,"fieldOnly",,"buried bag","OK","M",7.8,2.3,4.4,30.6,"maximum",,1,,,2.08,12.05,7.27,0.521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-89.53264,46.231744,"D05","UNDE","tower","mixedForest","forest",0.55,507.4,"10/7/2019 18:13","fallWinterTransition","Not Recorded",0,"fieldOnly",,"covered core","borehole had water","M",8.5,3.2,3.9,29.7,"maximum",,1,,,2.06,12.04,8.5,0.645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-89.53264,46.231744,"D05","UNDE","tower","mixedForest","forest",1.764,507.4,"10/7/2019 18:13","fallWinterTransition","Not Recorded",0,"fieldOnly",,"covered core","OK","O",8.5,3.2,0,3.9,"entire",,1,,,2.09,7.12,3.91,0.362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-89.53264,46.231744,"D05","UNDE","tower","mixedForest","forest",0.377,507.4,"10/7/2019 18:32","fallWinterTransition","Not Recorded",0,"fieldOnly",,"covered core","OK","M",8.1,5.5,5.1,29.9,"maximum",,1,,,2.13,12.13,9.39,0.726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-89.53264,46.231744,"D05","UNDE","tower","mixedForest","forest",1.525,507.4,"10/7/2019 18:32","fallWinterTransition","Not Recorded",0,"fieldOnly",,"covered core","OK","O",8.1,5.5,0,5.1,"entire",,1,,,2.13,7.13,4.11,0.396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-89.53264,46.231744,"D05","UNDE","tower","mixedForest","forest",0.353,507.4,"10/7/2019 18:04","fallWinterTransition","Not Recorded",0,"fieldOnly",,"covered core","OK","M",8,2.2,0,29.7,"maximum",,1,,,2.12,12.13,9.52,0.739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-89.512657,46.254613,"D05","UNDE","distributed","deciduousForest","forest",0.255,530,"10/9/2019 17:34","fallWinterTransition","Not Recorded",0,"fieldOnly",,"covered core","OK","M",9,7.7,0,30.2,"maximum",,1,,,2.09,12.08,10.05,0.797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-89.512657,46.254613,"D05","UNDE","distributed","deciduousForest","forest",0.159,530,"10/9/2019 17:54","fallWinterTransition","Not Recorded",0,"fieldOnly",,"covered core","OK","M",9.3,3.7,0,30.1,"maximum",,1,,,2.13,12.12,10.75,0.863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-89.541941,46.231276,"D05","UNDE","tower","mixedForest","forest",1.35,524.4,"10/9/2019 14:02","fallWinterTransition","Not Recorded",0,"fieldOnly",,"covered core","OK","O",9,6.8,0,5.4,"entire",,1,,,2.12,7.15,4.26,0.425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-89.541941,46.231276,"D05","UNDE","tower","mixedForest","forest",0.374,524.4,"10/9/2019 14:02","fallWinterTransition","Not Recorded",0,"fieldOnly",,"covered core","OK","M",9,6.8,5.4,29.9,"maximum",,1,,,2.15,12.04,9.35,0.728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-89.515052,46.256193,"D05","UNDE","distributed","mixedForest","forest",0.238,514.8,"10/9/2019 18:17","fallWinterTransition","Not Recorded",0,"fieldOnly",,"covered core","OK","M",9.3,5.5,0,30.1,"maximum",,1,,,2.13,12.07,10.16,0.808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-89.541941,46.231276,"D05","UNDE","tower","mixedForest","forest",1.855,524.4,"10/9/2019 14:20","fallWinterTransition","Not Recorded",0,"fieldOnly",,"covered core","cap missing","O",9,4.1,0,8.5,"entire",,1,,,2.18,7.12,3.91,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-89.541941,46.231276,"D05","UNDE","tower","mixedForest","forest",0.674,524.4,"10/9/2019 14:20","fallWinterTransition","Not Recorded",0,"fieldOnly",,"covered core","cap missing","M",9,4.1,8.5,30.8,"maximum",,1,,,2.14,12.12,8.1,0.597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-89.515052,46.256193,"D05","UNDE","distributed","mixedForest","forest",0.252,514.8,"10/9/2019 18:29","fallWinterTransition","Not Recorded",0,"fieldOnly",,"covered core","OK","M",9.7,5,0,30.5,"maximum",,1,,,2.12,12.2,10.17,0.799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-89.515052,46.256193,"D05","UNDE","distributed","mixedForest","forest",0.287,514.8,"10/9/2019 18:37","fallWinterTransition","Not Recorded",0,"fieldOnly",,"covered core","OK","M",9.6,4.4,0,29.9,"maximum",,1,,,2.09,12.14,9.9,0.777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-89.541941,46.231276,"D05","UNDE","tower","mixedForest","forest",0.842,524.4,"10/9/2019 13:50","fallWinterTransition","Not Recorded",0,"fieldOnly",,"covered core","OK","O",9.1,9,0,5.9,"entire",,1,,,2.1,7.13,4.83,0.543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-89.541941,46.231276,"D05","UNDE","tower","mixedForest","forest",0.39,524.4,"10/9/2019 13:50","fallWinterTransition","Not Recorded",0,"fieldOnly",,"covered core","OK","M",9.1,9,5.9,30.2,"maximum",,1,,,2.11,12.06,9.27,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-89.542459,46.234247,"D05","UNDE","tower","deciduousForest","forest",0.344,525.7,"10/9/2019 14:54","fallWinterTransition","Not Recorded",0,"fieldOnly",,"covered core","OK","M",8.9,3.2,0,30,"maximum",,1,,,2.12,12.04,9.5,0.744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-89.542459,46.234247,"D05","UNDE","tower","deciduousForest","forest",0.242,525.7,"10/9/2019 15:14","fallWinterTransition","Not Recorded",0,"fieldOnly",,"covered core","OK","M",8.5,3.3,0,31.8,"maximum",,1,,,2.13,12.1,10.16,0.805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-89.542459,46.234247,"D05","UNDE","tower","deciduousForest","forest",0.229,525.7,"10/9/2019 15:28","fallWinterTransition","Not Recorded",0,"fieldOnly",,"covered core","OK","M",8.5,4.8,0,29.9,"maximum",,1,,,2.08,12.08,10.22,0.814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-89.512657,46.254613,"D05","UNDE","distributed","deciduousForest","forest",0.221,530,"10/9/2019 17:45","fallWinterTransition","Not Recorded",0,"fieldOnly",,"covered core","OK","M",9.1,5.9,0,29.9,"maximum",,1,,,2.08,12.08,10.27,0.819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-89.542459,46.234247,"D05","UNDE","tower","deciduousForest","forest",,525.7,"5/11/2020 13:00","winterSpringTransition","unknown - logistical",0,"microbesBiomass","logistical",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-89.542459,46.234247,"D05","UNDE","tower","deciduousForest","forest",,525.7,"5/11/2020 13:00","winterSpringTransition","unknown - logistical",0,"microbesBiomass","logistical",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-89.512657,46.254613,"D05","UNDE","distributed","deciduousForest","forest",,530,"5/11/2020 13:00","winterSpringTransition","unknown - logistical",0,"microbesBiomass","logistical",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-89.53264,46.231744,"D05","UNDE","tower","mixedForest","forest",,507.4,"5/11/2020 13:00","winterSpringTransition","unknown - logistical",0,"microbesBiomass","logistical",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-89.515052,46.256193,"D05","UNDE","distributed","mixedForest","forest",,514.8,"5/11/2020 13:00","winterSpringTransition","unknown - logistical",0,"microbesBiomass","logistical",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-89.541941,46.231276,"D05","UNDE","tower","mixedForest","forest",,524.4,"5/11/2020 13:00","winterSpringTransition","unknown - logistical",0,"microbesBiomass","logistical",,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-89.515052,46.256193,"D05","UNDE","distributed","mixedForest","forest",,514.8,"5/11/2020 13:00","winterSpringTransition","unknown - logistical",0,"microbesBiomass","logistical",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-89.560771,46.234625,"D05","UNDE","distributed","deciduousForest","forest",,523.7,"5/11/2020 13:00","winterSpringTransition","unknown - logistical",0,"microbesBiomass","logistical",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-89.541941,46.231276,"D05","UNDE","tower","mixedForest","forest",,524.4,"5/11/2020 13:00","winterSpringTransition","unknown - logistical",0,"microbesBiomass","logistical",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-89.512657,46.254613,"D05","UNDE","distributed","deciduousForest","forest",,530,"5/11/2020 13:00","winterSpringTransition","unknown - logistical",0,"microbesBiomass","logistical",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-89.542459,46.234247,"D05","UNDE","tower","deciduousForest","forest",,525.7,"5/11/2020 13:00","winterSpringTransition","unknown - logistical",0,"microbesBiomass","logistical",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-89.560771,46.234625,"D05","UNDE","distributed","deciduousForest","forest",,523.7,"5/11/2020 13:00","winterSpringTransition","unknown - logistical",0,"microbesBiomass","logistical",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-89.515052,46.256193,"D05","UNDE","distributed","mixedForest","forest",,514.8,"5/11/2020 13:00","winterSpringTransition","unknown - logistical",0,"microbesBiomass","logistical",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-89.512657,46.254613,"D05","UNDE","distributed","deciduousForest","forest",,530,"5/11/2020 13:00","winterSpringTransition","unknown - logistical",0,"microbesBiomass","logistical",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-89.53264,46.231744,"D05","UNDE","tower","mixedForest","forest",,507.4,"5/11/2020 13:00","winterSpringTransition","unknown - logistical",0,"microbesBiomass","logistical",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-89.53264,46.231744,"D05","UNDE","tower","mixedForest","forest",,507.4,"5/11/2020 13:00","winterSpringTransition","unknown - logistical",0,"microbesBiomass","logistical",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-89.560771,46.234625,"D05","UNDE","distributed","deciduousForest","forest",,523.7,"5/11/2020 13:00","winterSpringTransition","unknown - logistical",0,"microbesBiomass","logistical",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-89.541941,46.231276,"D05","UNDE","tower","mixedForest","forest",,524.4,"5/11/2020 13:00","winterSpringTransition","unknown - logistical",0,"microbesBiomass","logistical",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-96.570347,39.088076,"D06","KONZ","distributed","grasslandHerbaceous","grassland",0.366,404.2,"8/19/2015 13:09","peakGreenness","Not Recorded",0,"biogeochemistry",,"no incubation",,"M",11,1,0,13,,,2,,,8.17,18.13,15.46,0.732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-96.570347,39.088076,"D06","KONZ","distributed","grasslandHerbaceous","grassland",0.337,404.2,"8/19/2015 13:43","peakGreenness","Not Recorded",0,"biogeochemistry",,"no incubation",,"M",12,2.6,0,26,,,1,,,8.23,18.3,15.76,0.748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-96.570347,39.088076,"D06","KONZ","distributed","grasslandHerbaceous","grassland",0.273,404.2,"8/19/2015 14:11","peakGreenness","Not Recorded",0,"biogeochemistry",,"no incubation",,"M",11,2.3,0,25,,,1,,,8.18,18.16,16.02,0.786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-96.566705,39.082563,"D06","KONZ","distributed","grasslandHerbaceous","grassland",0.34,424.1,"8/19/2015 14:48","peakGreenness","Not Recorded",0,"biogeochemistry",,"no incubation",,"M",10,0.2,0,11.5,,,2,,,8.2,18.18,15.65,0.746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-96.566705,39.082563,"D06","KONZ","distributed","grasslandHerbaceous","grassland",0.252,424.1,"8/19/2015 15:10","peakGreenness","Not Recorded",0,"biogeochemistry",,"no incubation",,"M",10,0,0,26.5,,,1,,,8.28,18.28,16.27,0.799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-96.566705,39.082563,"D06","KONZ","distributed","grasslandHerbaceous","grassland",0.311,424.1,"8/19/2015 15:32","peakGreenness","Not Recorded",0,"biogeochemistry",,"no incubation",,"M",11,1,0,12,,,2,,,8.28,18.27,15.9,0.763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-96.555875,39.075067,"D06","KONZ","distributed","grasslandHerbaceous","grassland",0.394,437.7,"8/19/2015 16:20","peakGreenness","Not Recorded",0,"biogeochemistry",,"no incubation",,"M",11,0,0,12.5,,,2,,,8.22,18.26,15.42,0.717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-96.555875,39.075067,"D06","KONZ","distributed","grasslandHerbaceous","grassland",0.397,437.7,"8/19/2015 16:38","peakGreenness","Not Recorded",0,"biogeochemistry",,"no incubation",,"M",11,0,0,13,,,2,,,8.18,18.1,15.28,0.716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-96.555875,39.075067,"D06","KONZ","distributed","grasslandHerbaceous","grassland",0.427,437.7,"8/19/2015 17:07","peakGreenness","Not Recorded",0,"biogeochemistry",,"no incubation",,"M",11,0,0,9.7,,,3,,,8.22,18.18,15.2,0.701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-96.564404,39.09957,"D06","KONZ","tower","grasslandHerbaceous","grassland",0.289,401.3,"8/20/2015 12:45","peakGreenness","Not Recorded",0,"biogeochemistry",,"no incubation",,"M",9,0.2,0,28.3,,,1,,,7.31,17.29,15.05,0.776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-96.564404,39.09957,"D06","KONZ","tower","grasslandHerbaceous","grassland",0.284,401.3,"8/20/2015 13:17","peakGreenness","Not Recorded",0,"biogeochemistry",,"no incubation",,"M",10,0,0,29,,,1,,,7.3,17.24,15.04,0.779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
