"Longitude","Latitude","domainID","siteID","plotType","nlcdClass","nlcdClassSimple","soilMoisture","elevation","collectDate","sampleTiming","biophysicalCriteria","standingWaterDepth","boutType","samplingImpractical","incubationMethod","incubationCondition","horizon","soilTemp","litterDepth","sampleTopDepth","sampleBottomDepth","sampleExtent","soilSamplingDevice","soilCoreCount","biomassCode","biomassSampleCondition","boatMass","freshMassBoatMass","dryMassBoatMass","dryMassFraction","sampleType","acidTreatment","nitrogenPercent","organicCPercent","CNratio","cnPercentQF","percentAccuracyQF","analyticalRepNumber","cnInstrument","d15N","organicd13C","cnIsotopeQF","isotopeAccuracyQF","isoLaboratoryName","isoTestMethod","isoAnalyticalRepNumber","isoDataQF","nTransBoutType.y","incubationPairID","incubationLength","soilFreshMass","soilDryMass","kclVolume","kclAmmoniumNBlankCor","kclNitrateNitriteNBlankCor","soilAmmoniumNugPerGram","soilNitrateNitriteNugPerGram","netNminugPerGramPerDay","netNitugPerGramPerDay"
-71.28692,44.041571,"D01","BART","distributed","mixedForest","forest",2.984,526.4,"5/20/2014 13:26","winterSpringTransition","Not Recorded",0,"microbes",,"no incubation",,"O",7.4,,0,5,,,1,,,2.1,7,3.33,0.251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-71.28692,44.041571,"D01","BART","distributed","mixedForest","forest",0.38,526.4,"5/20/2014 13:26","winterSpringTransition","Not Recorded",0,"microbes",,"no incubation",,"M",7.4,,5,31,,,1,,,2.13,12.62,9.73,0.724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-71.28692,44.041571,"D01","BART","distributed","mixedForest","forest",0.864,526.4,"5/20/2014 14:07","winterSpringTransition","Not Recorded",0,"microbes",,"no incubation",,"O",6.4,,0,20,,,1,,,2.11,7.59,5.05,0.536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-71.28692,44.041571,"D01","BART","distributed","mixedForest","forest",0.259,526.4,"5/20/2014 14:07","winterSpringTransition","Not Recorded",0,"microbes",,"no incubation",,"M",6.4,,20,30,,,1,,,2.11,12.03,9.99,0.794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-71.28692,44.041571,"D01","BART","distributed","mixedForest","forest",1.887,526.4,"5/20/2014 14:40","winterSpringTransition","Not Recorded",0,"microbes",,"no incubation",,"O",5.9,,0,17,,,1,,,2.15,12.6,5.77,0.346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-71.28692,44.041571,"D01","BART","distributed","mixedForest","forest",0.336,526.4,"5/20/2014 14:40","winterSpringTransition","Not Recorded",0,"microbes",,"no incubation",,"M",5.9,,17,32,,,1,,,2.13,12.66,10.01,0.748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-71.3109,44.0605,"D01","BART","distributed","deciduousForest","forest",0.055,432.7,"5/20/2014 17:50","winterSpringTransition","Not Recorded",0,"microbes",,"no incubation",,"M",8.4,,3,28,,,1,,,2.16,12.8,12.25,0.948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-71.3109,44.0605,"D01","BART","distributed","deciduousForest","forest",1.07,432.7,"5/20/2014 17:50","winterSpringTransition","Not Recorded",0,"microbes",,"no incubation",,"O",8.4,,0,3,,,1,,,2.15,7.18,4.58,0.483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-71.3109,44.0605,"D01","BART","distributed","deciduousForest","forest",2.444,432.7,"5/20/2014 18:20","winterSpringTransition","Not Recorded",0,"microbes",,"no incubation",,"O",8.1,,0,7,,,1,,,2.17,7.13,3.61,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-71.3109,44.0605,"D01","BART","distributed","deciduousForest","forest",0.306,432.7,"5/20/2014 18:20","winterSpringTransition","Not Recorded",0,"microbes",,"no incubation",,"M",8.1,,7,34,,,1,,,2.17,12.88,10.37,0.766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-71.3109,44.0605,"D01","BART","distributed","deciduousForest","forest",1.252,432.7,"5/20/2014 18:40","winterSpringTransition","Not Recorded",0,"microbes",,"no incubation",,"M",8.1,,6,30,,,1,,,2.17,12.82,6.9,0.444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-71.3109,44.0605,"D01","BART","distributed","deciduousForest","forest",3.79,432.7,"5/20/2014 18:40","winterSpringTransition","Not Recorded",0,"microbes",,"no incubation",,"O",8.1,,0,6,,,1,,,2.18,7.21,3.23,0.209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-71.3065,44.0541,"D01","BART","distributed","evergreenForest","forest",0.227,485.7,"5/20/2014 19:50","winterSpringTransition","Not Recorded",0,"microbes",,"no incubation",,"M",7.6,,1,21,,,1,,,2.11,12.5,10.58,0.815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-71.3065,44.0541,"D01","BART","distributed","evergreenForest","forest",1.585,485.7,"5/20/2014 19:50","winterSpringTransition","Not Recorded",0,"microbes",,"no incubation",,"O",7.6,,0,1,,,1,,,2.16,7.64,4.28,0.387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-71.3065,44.0541,"D01","BART","distributed","evergreenForest","forest",3.04,485.7,"5/20/2014 19:50","winterSpringTransition","Not Recorded",0,"microbes",,"no incubation",,"O",7.6,,0,10,,,1,,,2.14,7.19,3.39,0.248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-71.3065,44.0541,"D01","BART","distributed","evergreenForest","forest",0.287,485.7,"5/20/2014 19:50","winterSpringTransition","Not Recorded",0,"microbes",,"no incubation",,"M",7.6,,10,33,,,1,,,2.14,12.13,9.9,0.777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-71.3065,44.0541,"D01","BART","distributed","evergreenForest","forest",2.524,485.7,"5/20/2014 20:10","winterSpringTransition","Not Recorded",0,"microbes",,"no incubation",,"O",7.7,,0,12,,,1,,,2.15,7.26,3.6,0.284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-71.3065,44.0541,"D01","BART","distributed","evergreenForest","forest",0.262,485.7,"5/20/2014 20:10","winterSpringTransition","Not Recorded",0,"microbes",,"no incubation",,"M",7.7,,12,35,,,1,,,2.13,12.28,10.17,0.792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-71.306661,44.047079,"D01","BART","distributed","mixedForest","forest",1.77,467.7,"5/21/2014 17:30","winterSpringTransition","Not Recorded",0,"microbes",,"no incubation",,"O",8.2,,0,4,,,1,,,2.15,7.69,4.15,0.361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-71.306661,44.047079,"D01","BART","distributed","mixedForest","forest",0.497,467.7,"5/21/2014 17:30","winterSpringTransition","Not Recorded",0,"microbes",,"no incubation",,"M",8.2,,4,30,,,1,,,2.2,12.65,9.18,0.668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-71.306661,44.047079,"D01","BART","distributed","mixedForest","forest",0.532,467.7,"5/21/2014 17:50","winterSpringTransition","Not Recorded",0,"microbes",,"no incubation",,"M",7.9,,3,30,,,1,,,2.13,12.47,8.88,0.653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-71.306661,44.047079,"D01","BART","distributed","mixedForest","forest",1.93,467.7,"5/21/2014 17:50","winterSpringTransition","Not Recorded",0,"microbes",,"no incubation",,"O",7.9,,0,3,,,1,,,2.18,7.6,4.03,0.341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-71.306661,44.047079,"D01","BART","distributed","mixedForest","forest",1.31,467.7,"5/21/2014 18:10","winterSpringTransition","Not Recorded",0,"microbes",,"no incubation",,"O",8.9,,0,2,,,1,,,2.21,7.87,4.66,0.433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-71.306661,44.047079,"D01","BART","distributed","mixedForest","forest",0.255,467.7,"5/21/2014 18:10","winterSpringTransition","Not Recorded",0,"microbes",,"no incubation",,"M",8.9,,2,32,,,1,,,2.14,12.37,10.29,0.797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-71.3109,44.0605,"D01","BART","distributed","deciduousForest","forest",,432.7,"6/19/2014 12:32","peakGreenness","Not Recorded",0,"microbes",,"no incubation",,"O",11.1,,0,22,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-71.3109,44.0605,"D01","BART","distributed","deciduousForest","forest",,432.7,"6/19/2014 13:30","peakGreenness","Not Recorded",0,"microbes",,"no incubation",,"M",12,,5,30,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-71.3109,44.0605,"D01","BART","distributed","deciduousForest","forest",,432.7,"6/19/2014 13:30","peakGreenness","Not Recorded",0,"microbes",,"no incubation",,"O",12,,0,5,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-71.3109,44.0605,"D01","BART","distributed","deciduousForest","forest",,432.7,"6/19/2014 13:53","peakGreenness","Not Recorded",0,"microbes",,"no incubation",,"M",12.3,,12,30,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-71.3109,44.0605,"D01","BART","distributed","deciduousForest","forest",,432.7,"6/19/2014 13:53","peakGreenness","Not Recorded",0,"microbes",,"no incubation",,"O",12.3,,0,12,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-71.3065,44.0541,"D01","BART","distributed","evergreenForest","forest",,485.7,"6/19/2014 14:51","peakGreenness","Not Recorded",0,"microbes",,"no incubation",,"O",11.3,,0,17,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-71.3065,44.0541,"D01","BART","distributed","evergreenForest","forest",,485.7,"6/19/2014 14:51","peakGreenness","Not Recorded",0,"microbes",,"no incubation",,"M",11.3,,17,30,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-71.3065,44.0541,"D01","BART","distributed","evergreenForest","forest",,485.7,"6/19/2014 15:08","peakGreenness","Not Recorded",0,"microbes",,"no incubation",,"M",11.3,,14,22,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-71.3065,44.0541,"D01","BART","distributed","evergreenForest","forest",,485.7,"6/19/2014 15:08","peakGreenness","Not Recorded",0,"microbes",,"no incubation",,"O",11.3,,0,14,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-71.3065,44.0541,"D01","BART","distributed","evergreenForest","forest",,485.7,"6/19/2014 15:23","peakGreenness","Not Recorded",0,"microbes",,"no incubation",,"O",11.4,,0,6,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-71.3065,44.0541,"D01","BART","distributed","evergreenForest","forest",,485.7,"6/19/2014 15:23","peakGreenness","Not Recorded",0,"microbes",,"no incubation",,"M",11.4,,6,30,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-71.306661,44.047079,"D01","BART","distributed","mixedForest","forest",,467.7,"6/19/2014 17:18","peakGreenness","Not Recorded",0,"microbes",,"no incubation",,"M",10.3,,15,30,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-71.306661,44.047079,"D01","BART","distributed","mixedForest","forest",,467.7,"6/19/2014 17:18","peakGreenness","Not Recorded",0,"microbes",,"no incubation",,"O",10.3,,0,15,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-71.306661,44.047079,"D01","BART","distributed","mixedForest","forest",,467.7,"6/19/2014 17:45","peakGreenness","Not Recorded",0,"microbes",,"no incubation",,"O",10.2,,0,15,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-71.306661,44.047079,"D01","BART","distributed","mixedForest","forest",,467.7,"6/19/2014 17:45","peakGreenness","Not Recorded",0,"microbes",,"no incubation",,"M",10.2,,15,30,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-71.306661,44.047079,"D01","BART","distributed","mixedForest","forest",,467.7,"6/19/2014 18:10","peakGreenness","Not Recorded",0,"microbes",,"no incubation",,"O",10.1,,0,13,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-71.306661,44.047079,"D01","BART","distributed","mixedForest","forest",,467.7,"6/19/2014 18:10","peakGreenness","Not Recorded",0,"microbes",,"no incubation",,"M",10.1,,13,30,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-71.28692,44.041571,"D01","BART","distributed","mixedForest","forest",,526.4,"6/19/2014 19:25","peakGreenness","Not Recorded",0,"microbes",,"no incubation",,"O",10.6,,0,17,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-71.28692,44.041571,"D01","BART","distributed","mixedForest","forest",,526.4,"6/19/2014 19:25","peakGreenness","Not Recorded",0,"microbes",,"no incubation",,"M",10.6,,17,30,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-71.28692,44.041571,"D01","BART","distributed","mixedForest","forest",,526.4,"6/19/2014 19:45","peakGreenness","Not Recorded",0,"microbes",,"no incubation",,"O",11,,0,10,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-71.28692,44.041571,"D01","BART","distributed","mixedForest","forest",,526.4,"6/19/2014 19:45","peakGreenness","Not Recorded",0,"microbes",,"no incubation",,"M",11,,10,30,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-71.28692,44.041571,"D01","BART","distributed","mixedForest","forest",,526.4,"6/19/2014 20:25","peakGreenness","Not Recorded",0,"microbes",,"no incubation",,"M",10.1,,28,30,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-71.28692,44.041571,"D01","BART","distributed","mixedForest","forest",,526.4,"6/19/2014 20:25","peakGreenness","Not Recorded",0,"microbes",,"no incubation",,"O",10.1,,0,28,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-71.28692,44.041571,"D01","BART","distributed","mixedForest","forest",,526.4,"7/22/2014 13:39","peakGreenness","Not Recorded",0,"microbes",,"no incubation",,"M",13.6,,1.9,29,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-71.28692,44.041571,"D01","BART","distributed","mixedForest","forest",,526.4,"7/22/2014 13:39","peakGreenness","Not Recorded",0,"microbes",,"no incubation",,"O",13.6,,0,1.9,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-71.28692,44.041571,"D01","BART","distributed","mixedForest","forest",,526.4,"7/22/2014 14:09","peakGreenness","Not Recorded",0,"microbes",,"no incubation",,"M",13.5,,8.9,30.5,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-71.28692,44.041571,"D01","BART","distributed","mixedForest","forest",,526.4,"7/22/2014 14:09","peakGreenness","Not Recorded",0,"microbes",,"no incubation",,"O",13.5,,0,8.9,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-71.28692,44.041571,"D01","BART","distributed","mixedForest","forest",,526.4,"7/22/2014 14:36","peakGreenness","Not Recorded",0,"microbes",,"no incubation",,"O",14.7,,0,2.6,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-71.28692,44.041571,"D01","BART","distributed","mixedForest","forest",,526.4,"7/22/2014 14:36","peakGreenness","Not Recorded",0,"microbes",,"no incubation",,"M",14.7,,2.6,31,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-71.3109,44.0605,"D01","BART","distributed","deciduousForest","forest",,432.7,"7/22/2014 16:20","peakGreenness","Not Recorded",0,"microbes",,"no incubation",,"M",14.9,,9,30,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-71.3109,44.0605,"D01","BART","distributed","deciduousForest","forest",,432.7,"7/22/2014 16:20","peakGreenness","Not Recorded",0,"microbes",,"no incubation",,"O",14.9,,0,9,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-71.3109,44.0605,"D01","BART","distributed","deciduousForest","forest",,432.7,"7/22/2014 16:42","peakGreenness","Not Recorded",0,"microbes",,"no incubation",,"M",16,,8,30,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-71.3109,44.0605,"D01","BART","distributed","deciduousForest","forest",,432.7,"7/22/2014 16:42","peakGreenness","Not Recorded",0,"microbes",,"no incubation",,"O",16,,0,8,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-71.3109,44.0605,"D01","BART","distributed","deciduousForest","forest",,432.7,"7/22/2014 17:05","peakGreenness","Not Recorded",0,"microbes",,"no incubation",,"M",14.9,,3.5,30,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-71.3109,44.0605,"D01","BART","distributed","deciduousForest","forest",,432.7,"7/22/2014 17:05","peakGreenness","Not Recorded",0,"microbes",,"no incubation",,"O",14.9,,0,3.5,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-71.3065,44.0541,"D01","BART","distributed","evergreenForest","forest",,485.7,"7/22/2014 18:30","peakGreenness","Not Recorded",0,"microbes",,"no incubation",,"M",15.1,,6.1,30,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-71.3065,44.0541,"D01","BART","distributed","evergreenForest","forest",,485.7,"7/22/2014 18:30","peakGreenness","Not Recorded",0,"microbes",,"no incubation",,"O",15.1,,0,6.1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-71.3065,44.0541,"D01","BART","distributed","evergreenForest","forest",,485.7,"7/22/2014 18:46","peakGreenness","Not Recorded",0,"microbes",,"no incubation",,"O",14.1,,0,6,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-71.3065,44.0541,"D01","BART","distributed","evergreenForest","forest",,485.7,"7/22/2014 18:46","peakGreenness","Not Recorded",0,"microbes",,"no incubation",,"M",14.1,,6,30,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-71.3065,44.0541,"D01","BART","distributed","evergreenForest","forest",,485.7,"7/22/2014 18:58","peakGreenness","Not Recorded",0,"microbes",,"no incubation",,"M",14.2,,6.6,25,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-71.3065,44.0541,"D01","BART","distributed","evergreenForest","forest",,485.7,"7/22/2014 18:58","peakGreenness","Not Recorded",0,"microbes",,"no incubation",,"O",14.2,,0,6.6,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-71.306661,44.047079,"D01","BART","distributed","mixedForest","forest",,467.7,"7/22/2014 20:00","peakGreenness","Not Recorded",0,"microbes",,"no incubation",,"O",15.1,,0,6.5,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-71.306661,44.047079,"D01","BART","distributed","mixedForest","forest",,467.7,"7/22/2014 20:00","peakGreenness","Not Recorded",0,"microbes",,"no incubation",,"M",15.1,,6.5,31,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-71.306661,44.047079,"D01","BART","distributed","mixedForest","forest",,467.7,"7/22/2014 20:14","peakGreenness","Not Recorded",0,"microbes",,"no incubation",,"O",16.3,,0,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-71.306661,44.047079,"D01","BART","distributed","mixedForest","forest",,467.7,"7/22/2014 20:14","peakGreenness","Not Recorded",0,"microbes",,"no incubation",,"M",16.3,,0,33,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-71.306661,44.047079,"D01","BART","distributed","mixedForest","forest",,467.7,"7/22/2014 20:27","peakGreenness","Not Recorded",0,"microbes",,"no incubation",,"M",13.3,,5,30,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-71.306661,44.047079,"D01","BART","distributed","mixedForest","forest",,467.7,"7/22/2014 20:27","peakGreenness","Not Recorded",0,"microbes",,"no incubation",,"O",13.3,,0,5,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-71.28692,44.041571,"D01","BART","distributed","mixedForest","forest",,526.4,"8/19/2014 12:47","other","Not Recorded",0,"microbes",,"no incubation",,"M",12.4,,20.3,30,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-71.28692,44.041571,"D01","BART","distributed","mixedForest","forest",,526.4,"8/19/2014 12:47","other","Not Recorded",0,"microbes",,"no incubation",,"O",12.4,,0,20.3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-71.28692,44.041571,"D01","BART","distributed","mixedForest","forest",,526.4,"8/19/2014 13:36","other","Not Recorded",0,"microbes",,"no incubation",,"M",12.6,,15.3,30,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-71.28692,44.041571,"D01","BART","distributed","mixedForest","forest",,526.4,"8/19/2014 13:36","other","Not Recorded",0,"microbes",,"no incubation",,"O",12.6,,0,15.3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-71.263643,44.049319,"D01","BART","distributed","evergreenForest","forest",,503,"8/19/2014 13:51","other","Not Recorded",0,"microbes",,"no incubation",,"O",12.5,,0,2.2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-71.263643,44.049319,"D01","BART","distributed","evergreenForest","forest",,503,"8/19/2014 13:51","other","Not Recorded",0,"microbes",,"no incubation",,"M",12.5,,2.2,29,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-71.28692,44.041571,"D01","BART","distributed","mixedForest","forest",,526.4,"8/19/2014 14:15","other","Not Recorded",0,"microbes",,"no incubation",,"M",13.1,,16.7,27,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-71.28692,44.041571,"D01","BART","distributed","mixedForest","forest",,526.4,"8/19/2014 14:15","other","Not Recorded",0,"microbes",,"no incubation",,"O",13.1,,0,16.7,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-71.263643,44.049319,"D01","BART","distributed","evergreenForest","forest",,503,"8/19/2014 14:57","other","Not Recorded",0,"microbes",,"no incubation",,"M",12.1,,5,29.3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-71.263643,44.049319,"D01","BART","distributed","evergreenForest","forest",,503,"8/19/2014 14:57","other","Not Recorded",0,"microbes",,"no incubation",,"O",12.1,,0,5,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-71.263643,44.049319,"D01","BART","distributed","evergreenForest","forest",,503,"8/19/2014 16:11","other","Not Recorded",0,"microbes",,"no incubation",,"M",13.4,,2.7,23,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-71.263643,44.049319,"D01","BART","distributed","evergreenForest","forest",,503,"8/19/2014 16:11","other","Not Recorded",0,"microbes",,"no incubation",,"O",13.4,,0,2.7,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-71.282188,44.054614,"D01","BART","distributed","mixedForest","forest",,306.9,"8/19/2014 16:30","other","Not Recorded",0,"microbes",,"no incubation",,"O",13.5,,0,24,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-71.282188,44.054614,"D01","BART","distributed","mixedForest","forest",,306.9,"8/19/2014 16:30","other","Not Recorded",0,"microbes",,"no incubation",,"M",13.5,,24,30,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-71.282188,44.054614,"D01","BART","distributed","mixedForest","forest",,306.9,"8/19/2014 17:07","other","Not Recorded",0,"microbes",,"no incubation",,"O",13.6,,0,9.3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-71.282188,44.054614,"D01","BART","distributed","mixedForest","forest",,306.9,"8/19/2014 17:07","other","Not Recorded",0,"microbes",,"no incubation",,"M",13.6,,9.3,30,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-71.282188,44.054614,"D01","BART","distributed","mixedForest","forest",,306.9,"8/19/2014 17:34","other","Not Recorded",0,"microbes",,"no incubation",,"O",13.1,,0,22.3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-71.282188,44.054614,"D01","BART","distributed","mixedForest","forest",,306.9,"8/19/2014 17:34","other","Not Recorded",0,"microbes",,"no incubation",,"M",13.1,,22.3,30,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-71.306661,44.047079,"D01","BART","distributed","mixedForest","forest",,467.7,"8/19/2014 18:11","other","Not Recorded",0,"microbes",,"no incubation",,"O",13.1,,0,7.7,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-71.306661,44.047079,"D01","BART","distributed","mixedForest","forest",,467.7,"8/19/2014 18:11","other","Not Recorded",0,"microbes",,"no incubation",,"M",13.1,,7.7,21.7,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-71.306661,44.047079,"D01","BART","distributed","mixedForest","forest",,467.7,"8/19/2014 18:40","other","Not Recorded",0,"microbes",,"no incubation",,"M",13.1,,3,17,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-71.306661,44.047079,"D01","BART","distributed","mixedForest","forest",,467.7,"8/19/2014 18:40","other","Not Recorded",0,"microbes",,"no incubation",,"O",13.1,,0,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-71.306661,44.047079,"D01","BART","distributed","mixedForest","forest",,467.7,"8/19/2014 19:01","other","Not Recorded",0,"microbes",,"no incubation",,"M",13.3,,3,30,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-71.306661,44.047079,"D01","BART","distributed","mixedForest","forest",,467.7,"8/19/2014 19:01","other","Not Recorded",0,"microbes",,"no incubation",,"O",13.3,,0,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-71.3109,44.0605,"D01","BART","distributed","deciduousForest","forest",,432.7,"8/20/2014 12:57","other","Not Recorded",0,"microbes",,"no incubation",,"M",14.7,,9.3,24,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-71.3109,44.0605,"D01","BART","distributed","deciduousForest","forest",,432.7,"8/20/2014 12:57","other","Not Recorded",0,"microbes",,"no incubation",,"O",14.7,,0,9.3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-71.3065,44.0541,"D01","BART","distributed","evergreenForest","forest",,485.7,"8/20/2014 13:21","other","Not Recorded",0,"microbes",,"no incubation",,"M",13.8,,2.3,23,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-71.3065,44.0541,"D01","BART","distributed","evergreenForest","forest",,485.7,"8/20/2014 13:21","other","Not Recorded",0,"microbes",,"no incubation",,"O",13.8,,0,2.3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-71.3109,44.0605,"D01","BART","distributed","deciduousForest","forest",,432.7,"8/20/2014 14:00","other","Not Recorded",0,"microbes",,"no incubation",,"M",14.9,,8.3,30,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-71.3109,44.0605,"D01","BART","distributed","deciduousForest","forest",,432.7,"8/20/2014 14:00","other","Not Recorded",0,"microbes",,"no incubation",,"O",14.9,,0,8.3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-71.3065,44.0541,"D01","BART","distributed","evergreenForest","forest",,485.7,"8/20/2014 14:32","other","Not Recorded",0,"microbes",,"no incubation",,"O",13.3,,0,3.3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
